business_name	business_address	business_city	business_state	business_postal_code	business_latitude	business_longitude	business_phone_number	inspection_id	inspection_date	inspection_score	inspection_type	violation_id	violation_description	risk_category
Home Plate	2274 Lombard St	San Francisco	CA	94123				79414_20160203	2017-02-03	77.0	Routine - Unscheduled	79414_20160203_103131	Moderate risk vermin infestation	Moderate Risk
TYGER'S	2798 DIAMOND St	San Francisco	CA	94131	37.734579	-122.4339	+14155234064	2692_20160923	2017-09-23		Reinspection/Followup	2692_20160923_103103	High risk food holding temperature	High Risk
Super Save Supermarket	4517 03rd St	San Francisco	CA	94124				81758_20160404	2017-04-04	88.0	Routine - Unscheduled	81758_20160404_103132	Improper thawing methods	Moderate Risk
Chili Cha Cha 2	3166 24th St	San Francisco	CA	94110				69253_20160630	2017-06-30	94.0	Routine - Unscheduled	69253_20160630_103154	Unclean or degraded floors walls or ceilings	Low Risk
Little Delhi India Restaurant	83 Eddy St	San Francisco	CA	94102	37.784394	-122.409047		59178_20160609	2017-06-09	71.0	Routine - Unscheduled	59178_20160609_103116	Inadequate food safety knowledge or lack of certified food safety manager	Moderate Risk
Happy Donuts	299 Ellis St	San Francisco	CA	94102				83538_20150729	2017-07-29	86.0	Routine - Unscheduled	83538_20150729_103124	Inadequately cleaned or sanitized food contact surfaces	Moderate Risk
Happy Donut	6 06th St	San Francisco	CA	94103				77772_20160307	2017-03-07	84.0	Routine - Unscheduled	77772_20160307_103142	Unclean nonfood contact surfaces	Low Risk
Cafe Bakery	1365 Noriega St	San Francisco	CA	94122	37.75409	-122.478248		509_20160829	2017-08-29	90.0	Routine - Unscheduled	509_20160829_103154	Unclean or degraded floors walls or ceilings	Low Risk
SK&L Trading, LLC	1101 Stockton St	San Francisco	CA	94133				85714_20170823	2017-08-23	77.0	Routine - Unscheduled	85714_20170823_103154	Unclean or degraded floors walls or ceilings	Low Risk
The Perennial Restaurant	59 09th St	San Francisco	CA	94103				84893_20160510	2017-05-10	85.0	Routine - Unscheduled	84893_20160510_103127	Noncompliance with HAACP plan or variance	Moderate Risk
Neighbor Bakehouse	2343 3rd St Suite 100	San Francisco	CA	94107				90096_20161229	2017-12-29	91.0	Routine - Unscheduled	90096_20161229_103165	No plan review or Building Permit	Low Risk
Saigon Sandwiches	560 Larkin St	San Francisco	CA	94102				80312_20171024	2017-10-24		Complaint			
Sushi Fantastic	215 Fremont St Suite 2A	San Francisco	CA	94105				85026_20170629	2017-06-29	83.0	Routine - Unscheduled	85026_20170629_103147	Inadequate ventilation or lighting	Low Risk
Park Central Hotel SF-Garde Manger	50 03rd St	San Francisco	CA	94103				82895_20150825	2017-08-25	85.0	Routine - Unscheduled	82895_20150825_103148	No thermometers or uncalibrated thermometers	Low Risk
Live Sushi Bistro	1 Gilbert St	San Francisco	CA	94103	37.774759	-122.404133		62632_20180123	2017-01-23	78.0	Routine - Unscheduled	62632_20180123_103102	Unclean hands or improper use of gloves	High Risk
GINO'S GROCERY COMPANY	2500 FILLMORE St	San Francisco	CA	94115	37.792598	-122.434537		4705_20180205	2017-02-05	83.0	Routine - Unscheduled	4705_20180205_103139	Improper food storage	Low Risk
DONA TERE'S MARKET	2780 21st St	San Francisco	CA	94110	37.757578	-122.410392		7661_20160616	2017-06-16	86.0	Routine - Unscheduled	7661_20160616_103131	Moderate risk vermin infestation	Moderate Risk
Z011 Coffee Traders	1035 Fillmore St #3	San Francisco	CA	94115				83704_20161104	2017-11-04	92.0	Routine - Unscheduled	83704_20161104_103144	Unapproved or unmaintained equipment or utensils	Low Risk
Rainforest Cafe	145 Jefferson St	San Francisco	CA	94133	37.808323	-122.414668		2952_20160209	2017-02-09	90.0	Routine - Unscheduled	2952_20160209_103120	Moderate risk food holding temperature	Moderate Risk
VILLA D'ESTE	2623 OCEAN Ave	San Francisco	CA	94132	37.731781	-122.47359	+14155330580	3262_20160419	2017-04-19		Non-inspection site visit			
Whitechapel	600 Polk St	San Francisco	CA	94102				83596_20170814	2017-08-14	81.0	Routine - Unscheduled	83596_20170814_103103	High risk food holding temperature	High Risk
Cafe La Vie	514 Octavia St	San Francisco	CA	94102	37.776924	-122.424666		32702_20160921	2017-09-21	81.0	Routine - Unscheduled	32702_20160921_103120	Moderate risk food holding temperature	Moderate Risk
AT&T - COMMISARY KITCHEN [145184]	24 WILLIE MAYS PLAZA 1.24.06	San Francisco	CA	94107	37.778382	-122.391151	+14155971500	5634_20150920	2017-09-20		Reinspection/Followup			
Stanley's Steamers	NW Corner Grant at Geary St on Grant	San Francisco	CA		37.787954	-122.405035		34331_20160302	2017-03-02	100.0	Routine - Unscheduled			
ROOFTOP SCHOOL	443 Burnett Ave	San Francisco	CA	94131	37.754685	-122.443967	+14155695692	5851_20171101	2017-11-01	96.0	Routine - Unscheduled	5851_20171101_103142	Unclean nonfood contact surfaces	Low Risk
Mateo's Bay Area Hot Dogs	833 Bryant St	San Francisco	CA				+14155889291	39481_20150803	2017-08-03	79.0	Routine - Unscheduled	39481_20150803_103116	Inadequate food safety knowledge or lack of certified food safety manager	Moderate Risk
OZ Pizza	508 Castro St	San Francisco	CA	94114			+14155297866	80451_20160202	2017-02-02	94.0	Routine - Unscheduled	80451_20160202_103142	Unclean nonfood contact surfaces	Low Risk
Golden City Inn	5131 03rd St	San Francisco	CA	94124	37.731902	-122.391576		61494_20161129	2017-11-29	78.0	Routine - Unscheduled	61494_20161129_103130	Inadequate sewage or wastewater disposal	Moderate Risk
Cole Valley Cafe	701 Cole St	San Francisco	CA	94117			+14155665282	75942_20171212	2017-12-12		Reinspection/Followup			
Wolfes Lunch	1220 16th St	San Francisco	CA	94107				72176_20160225	2017-02-25	60.0	Routine - Unscheduled	72176_20160225_103102	Unclean hands or improper use of gloves	High Risk
Smile House Cafe	1030 Taraval St	San Francisco	CA	94116				92543_20171003	2017-10-03	67.0	Routine - Unscheduled	92543_20171003_103139	Improper food storage	Low Risk
Big Rec Taproom	3066 24th St.	San Francisco	CA	94110				91199_20170920	2017-09-20	96.0	Routine - Unscheduled	91199_20170920_103131	Moderate risk vermin infestation	Moderate Risk
Peet's Coffee and Tea	1630 Holloway Ave	San Francisco	CA	94132	37.720877	-122.477651	+14155374525	68944_20170421	2017-04-21	96.0	Routine - Unscheduled	68944_20170421_103120	Moderate risk food holding temperature	Moderate Risk
CHIEFTAIN IRISH PUB, THE	198 05th St	San Francisco	CA	94103	37.781567	-122.405059	+14155610916	2134_20171211	2017-12-11	87.0	Routine - Unscheduled	2134_20171211_103154	Unclean or degraded floors walls or ceilings	Low Risk
TL Tobacco & Market	301 Turk St	San Francisco	CA	94102				68629_20160606	2017-06-06	92.0	Routine - Unscheduled	68629_20160606_103120	Moderate risk food holding temperature	Moderate Risk
S.F. International High School	1050 YORK St	San Francisco	CA	94110	37.755257	-122.408455	+14155695780	5824_20150515	2017-05-15		Reinspection/Followup			
Cafe Broadway	674 Broadway St	San Francisco	CA	94133				81886_20160503	2017-05-03	68.0	Routine - Unscheduled	81886_20160503_103114	High risk vermin infestation	High Risk
LATINO CUISINE CULINARY ACADEMY	2929 19th St	San Francisco	CA	941102019	37.760373	-122.411153	+14155645220	5200_20160920	2017-09-20		Routine - Unscheduled	5200_20160920_103139	Improper food storage	Low Risk
Foxtail Catering & Events	2565 03rd St Unit#310	San Francisco	CA	94107				74245_20151021	2017-10-21	89.0	Routine - Unscheduled	74245_20151021_103118	Employee eating or smoking	Moderate Risk
Xiao Loong	250 WEST PORTAL AVENUE	San Francisco	CA		37.738616	-122.468775	+14155272647	8202_20160510	2017-05-10		Complaint	8202_20160510_103108	Contaminated or adulterated food	High Risk
Subway Sandwiches #7307	2375 MARKET St	San Francisco	CA	94114	37.762927	-122.434608		28209_20150501	2017-05-01	90.0	Routine - Unscheduled	28209_20150501_103148	No thermometers or uncalibrated thermometers	Low Risk
Sow Juice Bar	1 Ferry Buildling	San Francisco	CA	94111				85210_20180117	2017-01-17		Routine - Scheduled			
Flor de Cafe	1020 Valencia St.	San Francisco	CA	94110				87281_20180201	2017-02-01	92.0	Routine - Unscheduled	87281_20180201_103119	Inadequate and inaccessible handwashing facilities	Moderate Risk
Ida B Wells Continuation High School	1099 Hayes St	San Francisco	CA	94117	37.775443	-122.433977	+14155246315	5848_20161021	2017-10-21	100.0	Routine - Unscheduled			
NEW EMMY'S RESTAURANT	1923 OCEAN Ave	San Francisco	CA	94127	37.725404	-122.462776	+14155728615	2808_20161027	2017-10-27		Complaint Reinspection/Followup			
Las Isletas	4508 03rd St	San Francisco	CA	94124	37.737021	-122.390043	+14155577698	19373_20170110	2017-01-10	63.0	Routine - Unscheduled	19373_20170110_103133	Foods not protected from contamination	Moderate Risk
HIEP-THANH MARKET	724 LARKIN St	San Francisco	CA	94109	37.784598	-122.417757		6654_20180207	2017-02-07	84.0	Routine - Unscheduled	6654_20180207_103142	Unclean nonfood contact surfaces	Low Risk
City Pizza & Yucatan Food	294 Turk St	San Francisco	CA	94102			+14155933500	81187_20171219	2017-12-19		Reinspection/Followup			
A Desi Cafe	1501 Noriega St	San Francisco	CA	94112			+14155759088	83644_20180314	2017-03-14	79.0	Routine - Unscheduled	83644_20180314_103154	Unclean or degraded floors walls or ceilings	Low Risk
The House	1230 Grant Ave	San Francisco	CA	94133	37.798519	-122.407071		488_20160525	2017-05-25	89.0	Routine - Unscheduled	488_20160525_103109	Unclean or unsanitary food contact surfaces	High Risk
Estrella Taqueria	533 Haight St	San Francisco	CA	94117	37.772013	-122.431047		62548_20171211	2017-12-11	84.0	Routine - Unscheduled	62548_20171211_103119	Inadequate and inaccessible handwashing facilities	Moderate Risk
Substation	2828 Jones St	San Francisco	CA	94133				87709_20170711	2017-07-11	72.0	Routine - Unscheduled	87709_20170711_103109	Unclean or unsanitary food contact surfaces	High Risk
LA COCINA	2948 FOLSOM STREET	San Francisco	CA	94110	37.750134	-122.413935		12970_20160129	2017-01-29	83.0	Routine - Unscheduled	12970_20160129_103143	Inadequate warewashing facilities or equipment	Low Risk
Poke Bowl	3251 20th Ave 250A	San Francisco	CA	94132				92154_20170906	2017-09-06	92.0	Routine - Unscheduled	92154_20170906_103154	Unclean or degraded floors walls or ceilings	Low Risk
Moki's Sushi and Pacific Grill	615 CORTLAND AVENUE	San Francisco	CA	94110	37.739047	-122.415706		39031_20160127	2017-01-27	96.0	Routine - Unscheduled	39031_20160127_103154	Unclean or degraded floors walls or ceilings	Low Risk
Baan	534 IRVING St	San Francisco	CA	94122	37.764188	-122.463683	+14155374505	71657_20150624	2017-06-24	75.0	Routine - Unscheduled	71657_20150624_103102	Unclean hands or improper use of gloves	High Risk
InfiniTea	5351 GEARY Blvd	San Francisco	CA	94121			+14155751744	71726_20170728	2017-07-28	86.0	Routine - Unscheduled	71726_20170728_103133	Foods not protected from contamination	Moderate Risk
Zita	2862 24th St.	San Francisco	CA	94110				90310_20171107	2017-11-07	100.0	Routine - Unscheduled			
It' Sugar	333 Jefferson St Space B-101	San Francisco	CA	94133	37.807923	-122.417887		68895_20180314	2017-03-14	96.0	Routine - Unscheduled	68895_20180314_103139	Improper food storage	Low Risk
The Castro Republic	2295 Market St	San Francisco	CA	94114			+14155930525	87447_20171115	2017-11-15		Reinspection/Followup			
Celtic Coffee Company	142 McAllister St	San Francisco	CA	94102				81987_20150611	2017-06-11		New Ownership	81987_20150611_103116	Inadequate food safety knowledge or lack of certified food safety manager	Moderate Risk
Wing Lum Cafe	1150 Polk St	San Francisco	CA	94109	37.787438	-122.419952		3285_20160429	2017-04-29		Complaint			
San Vicente Restaurant	4423 Mission	San Francisco	CA	94112				87148_20170106	2017-01-06		Complaint	87148_20170106_103109	Unclean or unsanitary food contact surfaces	High Risk
Catering For Two Or More	5051 MISSION STREET	San Francisco	CA	94110	37.717659	-122.44005		58803_20170307	2017-03-07	88.0	Routine - Unscheduled	58803_20170307_103124	Inadequately cleaned or sanitized food contact surfaces	Moderate Risk
Rusty's Southern LLC	750 Ellis St	San Francisco	CA	94109				82231_20160211	2017-02-11	90.0	Routine - Unscheduled	82231_20160211_103116	Inadequate food safety knowledge or lack of certified food safety manager	Moderate Risk
Ramen Underground	356 Kearny St	San Francisco	CA	94108				80164_20171005	2017-10-05		Reinspection/Followup			
Natural Market, Inc.	2201 PINE St	San Francisco	CA	94115	37.788113	-122.432147	+14155921320	26341_20160602	2017-06-02	98.0	Routine - Unscheduled	26341_20160602_103145	Improper storage of equipment utensils or linens	Low Risk
Chantal Guillon	1309 Howard St	San Francisco	CA	94103				78669_20170314	2017-03-14	94.0	Routine - Unscheduled	78669_20170314_103149	Wiping cloths not clean or properly stored or inadequate sanitizer	Low Risk
The Castro Republic	2295 Market St	San Francisco	CA	94114			+14155930525	87447_20161027	2017-10-27	90.0	Routine - Unscheduled	87447_20161027_103119	Inadequate and inaccessible handwashing facilities	Moderate Risk
Niji Japanese Grille	50 Post St Space #53	San Francisco	CA	94104	37.789064	-122.402861		2252_20171215	2017-12-15	84.0	Routine - Unscheduled	2252_20171215_103157	Food safety certificate or food handler card not available	Low Risk
DIVA'S	1081 Post St	San Francisco	CA	94109			+14155473482	4323_20170918	2017-09-18		Administrative or Document Review			
TAQUERIA EL FAROLITO NO. 2	4817 MISSION St	San Francisco	CA	94112	37.721251	-122.437385		827_20160620	2017-06-20	84.0	Routine - Unscheduled	827_20160620_103120	Moderate risk food holding temperature	Moderate Risk
DELFINA RESTAURANT	3621 18th St	San Francisco	CA	94110	37.761514	-122.424318	+14155554094	856_20171024	2017-10-24		Reinspection/Followup			
Tokyo Express	660 Sacramento St	San Francisco	CA	94111	37.793698	-122.403984		2228_20170217	2017-02-17	74.0	Routine - Unscheduled	2228_20170217_103145	Improper storage of equipment utensils or linens	Low Risk
Pho Delicious	1365 Stockton St	San Francisco	CA	94133				86765_20160728	2017-07-28	78.0	Routine - Unscheduled	86765_20160728_103114	High risk vermin infestation	High Risk
MELS DRIVE-IN	1050 VAN NESS Ave	San Francisco	CA	94109	37.785358	-122.421357	+14155296357	2797_20161019	2017-10-19	86.0	Routine - Unscheduled	2797_20161019_103142	Unclean nonfood contact surfaces	Low Risk
Chotto	3317 STEINER St	San Francisco	CA	94123	37.799944	-122.437784		64787_20150514	2017-05-14	84.0	Routine - Unscheduled	64787_20150514_103149	Wiping cloths not clean or properly stored or inadequate sanitizer	Low Risk
Subway Sandwiches #7307	2375 MARKET St	San Francisco	CA	94114	37.762927	-122.434608		28209_20171027	2017-10-27	86.0	Routine - Unscheduled	28209_20171027_103109	Unclean or unsanitary food contact surfaces	High Risk
Molinari Delicatessen	373 Columbus Ave	San Francisco	CA	94133	37.798556	-122.407707		840_20151028	2017-10-28	81.0	Routine - Unscheduled	840_20151028_103114	High risk vermin infestation	High Risk
Sunny Wheatfield Café Inc	2305 Irving St	San Francisco	CA	94122			+14155681988	86814_20160602	2017-06-02	96.0	Routine - Unscheduled	86814_20160602_103116	Inadequate food safety knowledge or lack of certified food safety manager	Moderate Risk
Chipotle Mexican Grill #1230	232 O'Farrell St	San Francisco	CA	94102	37.786387	-122.408605		62674_20150717	2017-07-17		Complaint			
Grandeho's Kamekyo II	2721 Hyde St	San Francisco	CA	94109	37.806153	-122.420474		2807_20160811	2017-08-11	81.0	Routine - Unscheduled	2807_20160811_103157	Food safety certificate or food handler card not available	Low Risk
CAFFE DELLE STELLE	395 HAYES St	San Francisco	CA	94102	37.776863	-122.422679		2955_20170628	2017-06-28	82.0	Routine - Unscheduled	2955_20170628_103147	Inadequate ventilation or lighting	Low Risk
AFC SUSHI @ SAFEWAY 1507	2020 MARKET St	San Francisco	CA	94114	37.768743	-122.427549	+14155867660	4509_20160510	2017-05-10	90.0	Routine - Unscheduled	4509_20160510_103119	Inadequate and inaccessible handwashing facilities	Moderate Risk
J & V Catering	2020 JERROLD Ave	San Francisco	CA	94124	37.743496	-122.397317		62176_20150413	2017-04-13	92.0	Routine - Unscheduled	62176_20150413_103131	Moderate risk vermin infestation	Moderate Risk
Gracias Madre	2211 Mission St	San Francisco	CA	94103			+14155654366	70064_20161207	2017-12-07	94.0	Routine - Unscheduled	70064_20161207_103150	Improper or defective plumbing	Low Risk
The Little Spot Cafe	1199 South Van Ness Ave	San Francisco	CA	94110				74133_20161130	2017-11-30	94.0	Routine - Unscheduled	74133_20161130_103154	Unclean or degraded floors walls or ceilings	Low Risk
Thai Thai Noodle 2	1400 California St	San Francisco	CA	94109				77778_20160502	2017-05-02	81.0	Routine - Unscheduled	77778_20160502_103131	Moderate risk vermin infestation	Moderate Risk
SHUFAT MARKET	3807 24th St	San Francisco	CA	94114	37.751664	-122.427688	+14155826207	4702_20180226	2017-02-26	96.0	Routine - Unscheduled	4702_20180226_103131	Moderate risk vermin infestation	Moderate Risk
Cockscomb Restaurant	564 04th St	San Francisco	CA	94107			+14155970700	78405_20170808	2017-08-08	85.0	Routine - Unscheduled	78405_20170808_103124	Inadequately cleaned or sanitized food contact surfaces	Moderate Risk
Osha Thai Noodle	819 Valencia St.	San Francisco	CA		37.759943	-122.421332	+14155319293	10011_20160928	2017-09-28	80.0	Routine - Unscheduled	10011_20160928_103124	Inadequately cleaned or sanitized food contact surfaces	Moderate Risk
