business_name	business_address	business_city	business_state	business_postal_code	business_latitude	business_longitude	business_phone_number	inspection_id	inspection_date	inspection_score	inspection_type	violation_id	violation_description	risk_category
MUFFIN'S MUFFIN	123 02nd St	San Francisco	CA	94105	37.787755	-122.399372		573_20170119	2017-01-19	86.0	Routine - Unscheduled	573_20170119_103121	Inadequate procedures or records for time as a public health control	Moderate Risk
The Blue Light	1979 Union St	San Francisco	CA	94123				84863_20151014	2017-10-14	92.0	Routine - Unscheduled	84863_20151014_103145	Improper storage of equipment utensils or linens	Low Risk
El Paraiso	1198 Treat Ave	San Francisco	CA	94110				63286_20170425	2017-04-25	85.0	Routine - Unscheduled	63286_20170425_103149	Wiping cloths not clean or properly stored or inadequate sanitizer	Low Risk
Hana Zen Sushi  Yakitori Bar	Pier 39  Space M209	San Francisco	CA	94133	37.80824	-122.410189		63755_20161007	2017-10-07	78.0	Routine - Unscheduled	63755_20161007_103150	Improper or defective plumbing	Low Risk
City Taqueria	1836 Divisadero St	San Francisco	CA	94115				76992_20161118	2017-11-18		Reinspection/Followup			
POPEYES-GENEVA & MISSION	890 Geneva Ave	San Francisco	CA	94112	37.716643	-122.441187	+14155232089	5096_20160720	2017-07-20	92.0	Routine - Unscheduled	5096_20160720_103151	Inadequate or unsanitary refuse containers or area or no garbage service	Low Risk
Oceanview Market and Deli	7501 GEARY Blvd	San Francisco	CA	94121	37.779373	-122.4999		34046_20170516	2017-05-16	100.0	Routine - Unscheduled			
Balboa Theater	3630 BALBOA St	San Francisco	CA	94121	37.775752	-122.497655	+14155759366	68259_20170203	2017-02-03		Reinspection/Followup			
Reveille Coffee	768 Sansome	San Francisco	CA	94111	37.797327	-122.401957		64723_20170125	2017-01-25		Structural Inspection	64723_20170125_103144	Unapproved or unmaintained equipment or utensils	Low Risk
Hollow Cow	1875 Union St	San Francisco	CA	94123				86160_20170522	2017-05-22	83.0	Routine - Unscheduled	86160_20170522_103103	High risk food holding temperature	High Risk
Keiko a Nob Hill	1250 Jones St	San Francisco	CA	94109	37.793068	-122.414407		67545_20160502	2017-05-02	94.0	Routine - Unscheduled	67545_20160502_103138	Improper storage use or identification of toxic substances	Low Risk
Green Room	401 Van Ness Ave Suite 110	San Francisco	CA	94102				84446_20150925	2017-09-25		New Construction			
Bar 587	587 Post St	San Francisco	CA	94102				81381_20170421	2017-04-21	84.0	Routine - Unscheduled	81381_20170421_103109	Unclean or unsanitary food contact surfaces	High Risk
Pho Delicious	1365 Stockton St	San Francisco	CA	94133				86765_20170210	2017-02-10		Reinspection/Followup			
Specialty's Cafe & Bakery	500 Howard St	San Francisco	CA	94105	37.788294	-122.396419		67049_20150427	2017-04-27	86.0	Routine - Unscheduled	67049_20150427_103120	Moderate risk food holding temperature	Moderate Risk
Happy Donuts	299 Ellis St	San Francisco	CA	94102				83538_20160719	2017-07-19	82.0	Routine - Unscheduled	83538_20160719_103119	Inadequate and inaccessible handwashing facilities	Moderate Risk
Yummy Bakery & Restaurant	607 Jackson St	San Francisco	CA	94133	37.796152	-122.405255	+14155988388	59002_20160524	2017-05-24	94.0	Routine - Unscheduled	59002_20160524_103124	Inadequately cleaned or sanitized food contact surfaces	Moderate Risk
SAFEWAY #909	730 TARAVAL	San Francisco	CA	94116	37.743191	-122.473903		4844_20151208	2017-12-08	80.0	Routine - Unscheduled	4844_20151208_103124	Inadequately cleaned or sanitized food contact surfaces	Moderate Risk
Onigilly	455 Market St Ste. 160	San Francisco	CA	94105				84858_20170421	2017-04-21	87.0	Routine - Unscheduled	84858_20170421_103116	Inadequate food safety knowledge or lack of certified food safety manager	Moderate Risk
RED A BAKERY	634 CLEMENT St	San Francisco	CA	94118	37.782888	-122.466101		2716_20160323	2017-03-23	57.0	Routine - Unscheduled	2716_20160323_103139	Improper food storage	Low Risk
Tai Chi Restaurant	2031 Polk St	San Francisco	CA	94109				72049_20170712	2017-07-12	78.0	Routine - Unscheduled	72049_20170712_103119	Inadequate and inaccessible handwashing facilities	Moderate Risk
SANRAKU	101 04th St 1/F	San Francisco	CA	94103	37.784548	-122.40419		2854_20160513	2017-05-13	68.0	Routine - Unscheduled	2854_20160513_103153	Inadequate dressing rooms or improper storage of personal items	Low Risk
New World Market	5641 Geary Blvd	San Francisco	CA	94121			+14155758810	85835_20170228	2017-02-28	69.0	Routine - Unscheduled	85835_20170228_103114	High risk vermin infestation	High Risk
TYGER'S	2798 DIAMOND St	San Francisco	CA	94131	37.734579	-122.4339	+14155234064	2692_20160330	2017-03-30	86.0	Routine - Unscheduled	2692_20160330_103149	Wiping cloths not clean or properly stored or inadequate sanitizer	Low Risk
Thomas John Events	1501 Cortland Ave	San Francisco	CA	94110	37.739764	-122.409475		69575_20150508	2017-05-08	100.0	Routine - Unscheduled	69575_20150508_103116	Inadequate food safety knowledge or lack of certified food safety manager	Moderate Risk
Sweet Hut	519 Clement St	San Francisco	CA	94118	37.782893	-122.464948		66384_20160219	2017-02-19		Reinspection/Followup			
Yonkers Cafe Inc	3815 Noriega St	San Francisco	CA	94122			+14155930675	86845_20161018	2017-10-18	74.0	Routine - Unscheduled	86845_20161018_103119	Inadequate and inaccessible handwashing facilities	Moderate Risk
Creighton's Bakery Cafe	5214 D Diamond Heights Blvd	San Francisco	CA	94131			+14155282366	78216_20160808	2017-08-08	94.0	Routine - Unscheduled	78216_20160808_103145	Improper storage of equipment utensils or linens	Low Risk
Coffeeshop - 3139 Mission	3139 Mission St	San Francisco	CA	94110			+14155363802	74202_20150901	2017-09-01	98.0	Routine - Unscheduled	74202_20150901_103139	Improper food storage	Low Risk
ELIZA'S RESTAURANT	2877 CALIFORNIA St	San Francisco	CA	94115	37.787884	-122.441657		2866_20171212	2017-12-12	85.0	Routine - Unscheduled	2866_20171212_103131	Moderate risk vermin infestation	Moderate Risk
TAQUERIA CANCUN	3211 MISSION St	San Francisco	CA	94110	37.745433	-122.419945	+14155551414	2749_20171102	2017-11-02	93.0	Routine - Unscheduled	2749_20171102_103103	High risk food holding temperature	High Risk
Sheba Restaurant & Lounge	1419 Fillmore St	San Francisco	CA	94115	37.782764	-122.432634		18606_20170213	2017-02-13	83.0	Routine - Unscheduled	18606_20170213_103154	Unclean or degraded floors walls or ceilings	Low Risk
Little Kite	3515 20th St.	San Francisco	CA	94110				93490_20180221	2017-02-21	72.0	Routine - Unscheduled	93490_20180221_103133	Foods not protected from contamination	Moderate Risk
SILVER CREST DONUT SHOP	340 BAYSHORE Blvd	San Francisco	CA	94124	37.742456	-122.405766	+14155820753	1668_20170808	2017-08-08	98.0	Routine - Unscheduled	1668_20170808_103157	Food safety certificate or food handler card not available	Low Risk
Illy Caffe SF 200 Montgomery	220 Montgomery St Suite 144 & 148	San Francisco	CA	94104				88712_20170314	2017-03-14	88.0	Routine - Unscheduled	88712_20170314_103141	Improper food labeling or menu misrepresentation	Low Risk
PORK STORE CAFE	1451 HAIGHT St	San Francisco	CA	94117	37.770063	-122.446247	+14155866981	1047_20150629	2017-06-29	80.0	Routine - Unscheduled	1047_20150629_103103	High risk food holding temperature	High Risk
Crystal Jade Jiang Nan	4 Embarcadero Center  #1	San Francisco	CA	94111				79246_20150805	2017-08-05		New Construction			
CAFE PHOENIX	1234 INDIANA St	San Francisco	CA	94107	37.754938	-122.390975		3424_20180131	2017-01-31	88.0	Routine - Unscheduled	3424_20180131_103124	Inadequately cleaned or sanitized food contact surfaces	Moderate Risk
Smokin' Warehouse BBQ	3336 Sacramento Ave	San Francisco	CA	94118				78184_20170928	2017-09-28	80.0	Routine - Unscheduled	78184_20170928_103116	Inadequate food safety knowledge or lack of certified food safety manager	Moderate Risk
Peet's Coffee & Tea	595 Market St  Suite #143	San Francisco	CA	94105	37.789437	-122.401111		39667_20151016	2017-10-16	88.0	Routine - Unscheduled	39667_20151016_103119	Inadequate and inaccessible handwashing facilities	Moderate Risk
Dabba	Off the Grid	San Francisco	CA				+14155697876	85857_20170128	2017-01-28	84.0	Routine - Unscheduled	85857_20170128_103160	Inadequate HACCP plan record keeping	Low Risk
MY FAVORITE CAFE	2110 CLEMENT St	San Francisco	CA	94121	37.782169	-122.481942		1973_20170310	2017-03-10		Reinspection/Followup			
Tataki Sushi & Sake Bar	2827 California St	San Francisco	CA	94115			+14155931182	86924_20180123	2017-01-23	85.0	Routine - Unscheduled	86924_20180123_103109	Unclean or unsanitary food contact surfaces	High Risk
Shaws San Francisco	122 West Portal Ave	San Francisco	CA	94127	37.739565	-122.467317		4542_20180202	2017-02-02		Reinspection/Followup			
Mee Mee Bakery	1328 Stockton St	San Francisco	CA	94133	37.797935	-122.408581		7856_20151102	2017-11-02	86.0	Routine - Unscheduled	7856_20151102_103119	Inadequate and inaccessible handwashing facilities	Moderate Risk
Jo Jo's Cafe	1537 Ocean Ave	San Francisco	CA	94112			+14155459618	81606_20161004	2017-10-04		Reinspection/Followup	81606_20161004_103123	Food in poor condition	Moderate Risk
Futo	3224 22nd St	San Francisco	CA	94110				86798_20160923	2017-09-23	92.0	Routine - Unscheduled	86798_20160923_103133	Foods not protected from contamination	Moderate Risk
Wrecking Ball Coffee Roasters	2271 . St	San Francisco	CA	94123			+14155718189	80051_20160408	2017-04-08	84.0	Routine - Unscheduled	80051_20160408_103154	Unclean or degraded floors walls or ceilings	Low Risk
Piaza Pellegrini	659 Columbus Ave	San Francisco	CA	94133	37.800851	-122.411062		10170_20161004	2017-10-04		Reinspection/Followup			
Pedrito's	3254 23rd St	San Francisco	CA	94110			+14155641815	84533_20161230	2017-12-30	90.0	Routine - Unscheduled	84533_20161230_103139	Improper food storage	Low Risk
7 Eleven Store #2366-39475B	3400 Mission	San Francisco	CA	94110				83648_20171218	2017-12-18	78.0	Routine - Unscheduled	83648_20171218_103114	High risk vermin infestation	High Risk
MONGKOK DIM SUM & RESTAURANT	2438 NORIEGA  St	San Francisco	CA	94122	37.753678	-122.489972		2798_20161205	2017-12-05	86.0	Routine - Unscheduled	2798_20161205_103142	Unclean nonfood contact surfaces	Low Risk
Cafe Madeleine	300 California St	San Francisco	CA	94104	37.793268	-122.400323		140_20160520	2017-05-20		Reinspection/Followup			
Lahore Karahi	612 O'Farrell St	San Francisco	CA	94109	37.785635	-122.414779		69016_20180301	2017-03-01	72.0	Routine - Unscheduled	69016_20180301_103157	Food safety certificate or food handler card not available	Low Risk
Curry Up Now #5	Approved Locations	San Francisco	CA					85319_20160315	2017-03-15	85.0	Routine - Unscheduled	85319_20160315_103119	Inadequate and inaccessible handwashing facilities	Moderate Risk
GUARDINO'S SOUVENIR & GIFT SHOP	2801 Taylor St	San Francisco	CA	94133	37.795202	-122.413169		4535_20180130	2017-01-30	96.0	Routine - Unscheduled	4535_20180130_103156	Permit license or inspection report not posted	Low Risk
Buckhorn Grills	101 04th St #1060	San Francisco	CA	94103	37.784548	-122.40419		68451_20160909	2017-09-09	84.0	Routine - Unscheduled	68451_20160909_103144	Unapproved or unmaintained equipment or utensils	Low Risk
Coffee Cultures SOMA	1301 Mission St.	San Francisco	CA	94103				86766_20170512	2017-05-12	94.0	Routine - Unscheduled	86766_20170512_103124	Inadequately cleaned or sanitized food contact surfaces	Moderate Risk
Fuji Restaurant	301 West Portal Ave	San Francisco	CA	94127			+14155566360	83570_20150512	2017-05-12		Complaint	83570_20150512_103133	Foods not protected from contamination	Moderate Risk
Castro Country Club	4058 18th St	San Francisco	CA	94114			+14155483046	76275_20170123	2017-01-23	98.0	Routine - Unscheduled	76275_20170123_103154	Unclean or degraded floors walls or ceilings	Low Risk
Pat's Cafe	2330 Taylor St	San Francisco	CA	94133	37.803947	-122.414927		1852_20171026	2017-10-26	86.0	Routine - Unscheduled	1852_20171026_103144	Unapproved or unmaintained equipment or utensils	Low Risk
Ike's Place	1650 Holloway Ave	San Francisco	CA	94132	37.720894	-122.478029		68618_20160406	2017-04-06	74.0	Routine - Unscheduled	68618_20160406_103129	Insufficient hot water or running water	Moderate Risk
HAYES STREET GRILL	324 HAYES St	San Francisco	CA	94102	37.777048	-122.421844		3640_20170711	2017-07-11	83.0	Routine - Unscheduled	3640_20170711_103124	Inadequately cleaned or sanitized food contact surfaces	Moderate Risk
The Cow Hollow Market	3165 STEINER St	San Francisco	CA	94123	37.798624	-122.437525		67276_20180119	2017-01-19		Reinspection/Followup			
Canon Kip Community House Senior Center	705 Natoma St	San Francisco	CA		37.776537	-122.412188	+14155483747	58675_20160721	2017-07-21		Routine - Unscheduled	58675_20160721_103133	Foods not protected from contamination	Moderate Risk
Aux Delices Vietnam	2327 Polk St	San Francisco	CA	94109	37.798274	-122.422264		1146_20160613	2017-06-13	74.0	Routine - Unscheduled	1146_20160613_103120	Moderate risk food holding temperature	Moderate Risk
G & L RESTAURANT	198 LELAND Ave	San Francisco	CA	94134	37.712517	-122.407152		2785_20170330	2017-03-30	79.0	Routine - Unscheduled	2785_20170330_103150	Improper or defective plumbing	Low Risk
Pachino Pizzeria	318 Kearny St	San Francisco	CA	94108				87552_20171108	2017-11-08	74.0	Routine - Unscheduled	87552_20171108_103147	Inadequate ventilation or lighting	Low Risk
Specialty's Cafe & Bakery	1 Post St Street Level	San Francisco	CA	94104	37.789068	-122.40201		38197_20160421	2017-04-21	94.0	Routine - Unscheduled	38197_20160421_103145	Improper storage of equipment utensils or linens	Low Risk
Cable Car Restaurant	1040 Columbus Ave	San Francisco	CA	94133	37.803984	-122.415453	+14155744455	3895_20160729	2017-07-29	78.0	Routine - Unscheduled	3895_20160729_103142	Unclean nonfood contact surfaces	Low Risk
Thai Chef 2	4133 18th St	San Francisco	CA	94114	37.760813	-122.435789		2615_20170818	2017-08-18	90.0	Routine - Unscheduled	2615_20170818_103149	Wiping cloths not clean or properly stored or inadequate sanitizer	Low Risk
Angkor Borei Restaurant	3471 MISSION St	San Francisco	CA	94110	37.741333	-122.422603		63576_20170815	2017-08-15	92.0	Routine - Unscheduled	63576_20170815_103142	Unclean nonfood contact surfaces	Low Risk
La Laguna	3906 03rd St	San Francisco	CA	94124	37.741752	-122.388402		34591_20170725	2017-07-25	86.0	Routine - Unscheduled	34591_20170725_103105	Improper cooling methods	High Risk
Pabu	101 California St	San Francisco	CA	94111				78426_20180105	2017-01-05		Reinspection/Followup			
Bow Hon Restaurant	850 Grant Ave	San Francisco	CA	94108	37.794958	-122.406367		3522_20171109	2017-11-09	74.0	Routine - Unscheduled	3522_20171109_103142	Unclean nonfood contact surfaces	Low Risk
North India Restaurant	123 02nd St	San Francisco	CA	94105				78019_20170227	2017-02-27	70.0	Routine - Unscheduled	78019_20170227_103105	Improper cooling methods	High Risk
San Francisco Rescue Mission Cafe	226 Jones St	San Francisco	CA	94102	37.783274	-122.412392		5215_20160812	2017-08-12		Routine - Unscheduled	5215_20160812_103124	Inadequately cleaned or sanitized food contact surfaces	Moderate Risk
Lee's Deli	222 Front St	San Francisco	CA	94111	37.793777	-122.398857		3134_20160610	2017-06-10	82.0	Routine - Unscheduled	3134_20160610_103144	Unapproved or unmaintained equipment or utensils	Low Risk
HARD KNOX CAFE	2526 03rd St	San Francisco	CA	94107	37.757555	-122.388443		2152_20151217	2017-12-17		Reinspection/Followup			
Fresh Meat Seafood Market	2704 Mission St	San Francisco	CA	94110			+14155558044	86386_20160926	2017-09-26	94.0	Routine - Unscheduled	86386_20160926_103149	Wiping cloths not clean or properly stored or inadequate sanitizer	Low Risk
Arlequin Wine Merchant	384 A Hayes St	San Francisco	CA	94102				76588_20180316	2017-03-16	100.0	Routine - Unscheduled			
Rolling-Out	1722 Taraval St	San Francisco	CA	94116	37.742678	-122.484682		67567_20180228	2017-02-28	92.0	Routine - Unscheduled	67567_20180228_103124	Inadequately cleaned or sanitized food contact surfaces	Moderate Risk
EL FARO	2399 FOLSOM St	San Francisco	CA	94110	37.759054	-122.414656	+14155648090	4922_20160519	2017-05-19	92.0	Routine - Unscheduled	4922_20160519_103131	Moderate risk vermin infestation	Moderate Risk
Bellissimo Pizza	920 Sutter St	San Francisco	CA	94109				83655_20160714	2017-07-14	88.0	Routine - Unscheduled	83655_20160714_103121	Inadequate procedures or records for time as a public health control	Moderate Risk
Green Bamboo	1240 NORIEGA St	San Francisco	CA	94122	37.754249	-122.477086		62746_20151027	2017-10-27	94.0	Routine - Unscheduled	62746_20151027_103133	Foods not protected from contamination	Moderate Risk
Marina Meats Inc.	2395 Chestnut St	San Francisco	CA	94123	37.799944	-122.442716		35507_20160212	2017-02-12	82.0	Routine - Unscheduled	35507_20160212_103145	Improper storage of equipment utensils or linens	Low Risk
TACO LOS ALTOS	737 CORTLAND Ave	San Francisco	CA	94110	37.738979	-122.414971		580_20170307	2017-03-07	96.0	Routine - Unscheduled	580_20170307_103142	Unclean nonfood contact surfaces	Low Risk
Eight Immortals	1433 Taraval St	San Francisco	CA	94116	37.742754	-122.481659		64549_20161212	2017-12-12	86.0	Routine - Unscheduled	64549_20161212_103124	Inadequately cleaned or sanitized food contact surfaces	Moderate Risk
Win Garden	2794 Diamond St	San Francisco	CA	94131			+14155268592	84889_20170629	2017-06-29	81.0	Routine - Unscheduled	84889_20170629_103144	Unapproved or unmaintained equipment or utensils	Low Risk
AMC-Level #4	1000 Van Ness Ave #4	San Francisco	CA	94109	37.784784	-122.421052		5084_20161014	2017-10-14		Reinspection/Followup			
Lou's Fish Shack	300 Jefferson St	San Francisco	CA	94133				2934_20160808	2017-08-08		Reinspection/Followup			
